Appliance,Model,Wattage,Company,Months,Seasonal Usage
TV,Panasonic 77-Inch OLED TV,180,Panasonic,All Year,Medium
TV,TCL 55-Inch 6-Series QLED,140,TCL,All Year,Medium
TV,Vizio 55-Inch Smart LED TV,110,Vizio,All Year,Low
TV,Samsung 65-Inch 8K QLED,200,Samsung,All Year,High
TV,QN75Q80AAFXZA 75-Inch,160,Samsung,All Year,Medium
TV,55UM7300PUA 55-Inch,120,LG,All Year,Medium
TV,XBR-65X950H 65-Inch,140,Sony,All Year,Medium
TV,4-Series 43-Inch,90,TCL,All Year,Low
TV,D-Series 50-Inch,100,Vizio,All Year,Medium
TV,70-Inch 4K ULED,145,Hisense,All Year,Medium
TV,TX-55GZ2000 55-Inch,130,Panasonic,All Year,Medium
TV,65OLED803/12,120,Philips,All Year,Medium
TV,LC-65N7000U 65-Inch,130,Sharp,All Year,Medium
TV,QN90T QLED 55-Inch,160,Samsung,All Year,Medium
TV,OLED55CXPUA 55-Inch,115,LG,All Year,Medium
TV,X950G 65-Inch,150,Sony,All Year,Medium
TV,55R617 55-Inch,125,TCL,All Year,Medium
TV,49UJ6300 49-Inch,110,LG,All Year,Low
TV,M-Series Quantum 55-Inch,135,Vizio,All Year,Medium
TV,The Sero 43-Inch,145,Samsung,All Year,Medium
TV,X9500H 75-Inch,150,Sony,All Year,High
TV,43-Inch 4K ULED,100,Hisense,All Year,Low
TV,TX-58GZ1000 58-Inch,145,Panasonic,All Year,Medium
TV,50PUS7354 50-Inch,110,Philips,All Year,Low
TV,LC-43N7000U 43-Inch,100,Sharp,All Year,Low
TV,65Q80A QLED,140,Samsung,All Year,Medium
TV,75NANO99UNA 75-Inch,155,LG,All Year,High
TV,XBR-85X900H 85-Inch,200,Sony,All Year,High
TV,55R635 55-Inch,130,TCL,All Year,Medium
TV,70-Inch 4K LED TV,160,Vizio,All Year,Medium
TV,75H9G 75-Inch 4K,160,Hisense,All Year,Medium
TV,TX-55FZ952 55-Inch,120,Panasonic,All Year,Medium
TV,65PUS8505/12 65-Inch,135,Philips,All Year,Medium
TV,LC-50N7000U 50-Inch,105,Sharp,All Year,Low
TV,UN50NU6900 50-Inch,95,Samsung,All Year,Low
TV,70UM7370PUA 70-Inch,145,LG,All Year,Medium
TV,A8H 55-Inch OLED,120,Sony,All Year,Medium
TV,P-Series Quantum 75-Inch,175,Vizio,All Year,Medium
TV,65S425 65-Inch,140,TCL,All Year,Medium
TV,50H8F 50-Inch,110,Hisense,All Year,Low
TV,TX-55EX780 55-Inch,135,Panasonic,All Year,Medium
TV,55N7000U 55-Inch,115,Sharp,All Year,Medium
TV,75Q70T QLED,150,Samsung,All Year,Medium
TV,55SK9000PUA 55-Inch,125,LG,All Year,Medium
TV,65X900F 65-Inch,140,Sony,All Year,Medium
TV,65H9G 65-Inch,140,Hisense,All Year,Medium
TV,75Q825 75-Inch,155,TCL,All Year,Medium
TV,M-Series 70-Inch,145,Vizio,All Year,Medium
TV,TX-50GZ1000 50-Inch,125,Panasonic,All Year,Medium
TV,55PUS6401 55-Inch,105,Philips,All Year,Low
TV,QN95T 55-Inch QLED,160,Samsung,All Year,Medium
TV,65NANO85UNA 65-Inch,140,LG,All Year,Medium
TV,QN70Q60AAFXZA 70-Inch,150,Samsung,All Year,Medium
TV,55Q80T QLED,135,Samsung,All Year,Medium
TV,X90J 55-Inch,140,Sony,All Year,Medium
TV,50P615 50-Inch,110,Hisense,All Year,Low
TV,65PUS6262 65-Inch,120,Philips,All Year,Medium
TV,TX-55EZ950 55-Inch,130,Panasonic,All Year,Medium
TV,45U6G 45-Inch,105,Hisense,All Year,Low
TV,55R635 55-Inch,130,TCL,All Year,Medium
TV,70Q60T QLED 70-Inch,150,Samsung,All Year,Medium
TV,50PUS7554 50-Inch,115,Philips,All Year,Low
TV,65X800H 65-Inch,145,Sony,All Year,Medium
TV,LG 55NANO85UNA,155,LG,All Year,High
TV,Samsung TU8000 55-Inch,135,Samsung,All Year,Medium
TV,65U7G 65-Inch,145,Hisense,All Year,Medium
TV,55QN90A QLED,160,Samsung,All Year,Medium
TV,55A8 55-Inch OLED,125,Sony,All Year,Medium
TV,75Q80A QLED,150,Samsung,All Year,Medium
TV,65X950H 65-Inch,160,Sony,All Year,High
TV,43Q60A QLED,100,Samsung,All Year,Low
TV,55S425 55-Inch,120,TCL,All Year,Medium
TV,50LQ6300 50-Inch,105,LG,All Year,Low
TV,60UN7300PUA 60-Inch,125,LG,All Year,Medium
TV,65P7A 65-Inch,130,Philips,All Year,Medium
TV,55B9 OLED,110,Sony,All Year,Low
TV,65U8G 65-Inch,140,Hisense,All Year,Medium
TV,55MU8000 55-Inch,120,Samsung,All Year,Medium
TV,50P715 50-Inch,100,Hisense,All Year,Low
TV,55LQ8500 55-Inch,115,LG,All Year,Low
TV,65S5 65-Inch,145,Sony,All Year,Medium
TV,55Q6FN 55-Inch,135,Samsung,All Year,Medium
TV,50P615 50-Inch,100,Hisense,All Year,Low
TV,43X800H 43-Inch,95,Sony,All Year,Low
TV,65U8G 65-Inch,140,Hisense,All Year,Medium
TV,65NANO80UNA 65-Inch,120,LG,All Year,Medium
TV,QN55Q80AAFXZA 55-Inch,160,Samsung,All Year,Medium
TV,65NANO90UNA 65-Inch,145,LG,All Year,Medium
TV,XBR-75X950H 75-Inch,160,Sony,All Year,High
TV,43S425 43-Inch,90,TCL,All Year,Low
TV,D55-D1 55-Inch,95,Vizio,All Year,Low
TV,75H9F 75-Inch,170,Hisense,All Year,High
TV,TX-50FZ1000 50-Inch,130,Panasonic,All Year,Medium
TV,50PUS6412 50-Inch,105,Philips,All Year,Low
TV,55Q70T QLED 55-Inch,140,Samsung,All Year,Medium
TV,49UJ7700 49-Inch,110,LG,All Year,Low
TV,65X800E 65-Inch,120,Sony,All Year,Medium
TV,43U6G 43-Inch,100,Hisense,All Year,Low
TV,M65A 65-Inch,130,Vizio,All Year,Medium
TV,TX-55EX900 55-Inch,140,Panasonic,All Year,Medium
TV,50LQ6300 50-Inch,105,LG,All Year,Low
TV,X950H 55-Inch,140,Sony,All Year,Medium
TV,65S543 65-Inch,125,Sharp,All Year,Medium
TV,65U7G 65-Inch,150,Hisense,All Year,Medium
TV,50UM7300PUA 50-Inch,100,LG,All Year,Low
TV,55X950G 55-Inch,145,Sony,All Year,Medium
TV,70NANO95UNA 70-Inch,160,LG,All Year,Medium
TV,55MU7000 55-Inch,130,Samsung,All Year,Medium
TV,65KDL-50W800B 50-Inch,120,Sony,All Year,Medium
TV,55LQ8500 55-Inch,115,LG,All Year,Medium
TV,43P8 43-Inch,90,Philips,All Year,Low
TV,55X900E 55-Inch,135,Sony,All Year,Medium
TV,65P5A 65-Inch,125,Philips,All Year,Medium
TV,50NU6900 50-Inch,110,Samsung,All Year,Low
TV,65GZ1000 65-Inch,150,Panasonic,All Year,High
TV,55X7000F 55-Inch,120,Sony,All Year,Medium
TV,75Q70R QLED 75-Inch,155,Samsung,All Year,Medium
TV,65XG95 65-Inch,145,Sony,All Year,Medium
TV,65FAL5000 65-Inch,135,LG,All Year,Medium
TV,55H8F 55-Inch,110,Hisense,All Year,Low
TV,50Q70T QLED,120,Samsung,All Year,Low
TV,70M7 70-Inch,160,Vizio,All Year,Medium
TV,55U6G 55-Inch,110,Hisense,All Year,Low
TV,49KDL-49W800B 49-Inch,95,Sony,All Year,Low
TV,75Q60A QLED 75-Inch,150,Samsung,All Year,Medium
TV,43LQ6300 43-Inch,85,LG,All Year,Low
TV,65A8H 65-Inch OLED,130,Sony,All Year,Medium
TV,50U6G 50-Inch,100,Hisense,All Year,Low
TV,55P617 55-Inch,120,Hisense,All Year,Medium
TV,60LQ6300 60-Inch,115,LG,All Year,Medium
TV,65S525 65-Inch,125,TCL,All Year,Medium
TV,43LQ6500 43-Inch,90,LG,All Year,Low
TV,65P815 65-Inch,130,Philips,All Year,Medium
TV,70MU8000 70-Inch,160,Samsung,All Year,High
TV,55CXPUA 55-Inch OLED,120,LG,All Year,Medium
TV,75U8G 75-Inch,145,Hisense,All Year,Medium
TV,43Q60A 43-Inch,90,Samsung,All Year,Low
TV,65U8G 65-Inch,145,Hisense,All Year,Medium
TV,50X8000H 50-Inch,100,Sony,All Year,Low
TV,55MU7000 55-Inch,135,Samsung,All Year,Medium
TV,75U7G 75-Inch,155,Hisense,All Year,High
TV,50A8 50-Inch OLED,130,Sony,All Year,Medium
TV,70P8 70-Inch,160,Philips,All Year,Medium
TV,75X9500G 75-Inch,160,Sony,All Year,High
TV,55QN85A QLED,140,Samsung,All Year,Medium
TV,55X800E 55-Inch,125,Sony,All Year,Medium
TV,65FAL5000 65-Inch,130,LG,All Year,Medium
TV,75P715 75-Inch,170,Hisense,All Year,High
TV,50NANO85UNA 50-Inch,115,LG,All Year,Medium
TV,55P614 55-Inch,100,Philips,All Year,Low
TV,70S425 70-Inch,160,TCL,All Year,Medium
TV,55MU7000 55-Inch,135,Samsung,All Year,Medium
TV,65NANO86UNA 65-Inch,140,LG,All Year,Medium
TV,60X950H 60-Inch,140,Sony,All Year,Medium
TV,75X9000H 75-Inch,160,Sony,All Year,High
TV,65P8 65-Inch,130,Philips,All Year,Medium
TV,43Q60A QLED,100,Samsung,All Year,Low
TV,65QN90A 65-Inch,150,Samsung,All Year,High
TV,55X8000H 55-Inch,125,Sony,All Year,Medium
TV,60NANO95 60-Inch,150,LG,All Year,Medium
TV,65U7G 65-Inch,150,Hisense,All Year,Medium
TV,50NANO90 50-Inch,115,LG,All Year,Low
TV,55Q8FN 55-Inch QLED,160,Samsung,All Year,High
TV,70P8 70-Inch,155,Philips,All Year,Medium
TV,65NANO95 65-Inch,160,LG,All Year,Medium
TV,50MU7000 50-Inch,130,Samsung,All Year,Medium
TV,55MU7000 55-Inch,120,Samsung,All Year,Medium
TV,65A8H 65-Inch OLED,140,Sony,All Year,Medium
TV,70Q60T 70-Inch,150,Samsung,All Year,Medium
TV,55CX 55-Inch OLED,135,LG,All Year,Medium
TV,75X9500G 75-Inch,160,Sony,All Year,High
TV,50X800E 50-Inch,105,Sony,All Year,Low
TV,60X800E 60-Inch,130,Sony,All Year,Medium
TV,55P615 55-Inch,100,Hisense,All Year,Low
TV,55U6G 55-Inch,110,Hisense,All Year,Medium
TV,75U8G 75-Inch,145,Hisense,All Year,Medium
TV,65P7A 65-Inch,135,Philips,All Year,Medium
TV,55N7000 55-Inch,110,Sharp,All Year,Low
Washing Machine,WF45R6100AP 4.5 cu. ft. Front Load,1200,Samsung,All Year,Medium
Washing Machine,WAT28402UC 24-Inch,1500,Bosch,All Year,Medium
Washing Machine,WFL-70600 7kg Front Load,1000,Whirlpool,All Year,Low
Washing Machine,WM8100HVA 5.2 cu. ft. Front Load,1800,LG,All Year,Medium
Washing Machine,WA52M7750AW 5.2 cu. ft.,1300,Samsung,All Year,Medium
Washing Machine,AXIS 8 KG 1000 RPM,900,IFB,All Year,Low
Washing Machine,DWM90A 9kg,1200,Daewoo,All Year,Medium
Washing Machine,ESL-20 2 kg,500,Eureka Forbes,All Year,Low
Washing Machine,WM-MC1055 10 kg,1000,MarQ,All Year,Medium
Washing Machine,WM3900HWA 4.5 cu. ft.,1400,LG,All Year,Medium
Washing Machine,HW100-B14979 10 kg,1100,Haier,All Year,Low
Washing Machine,WTW5000DW 4.8 cu. ft.,1000,Whirlpool,All Year,Low
Washing Machine,WA70J3000GW 7.0 kg,850,Samsung,All Year,Medium
Washing Machine,CGWBS 8 KG 1000 RPM,950,LG,All Year,Medium
Washing Machine,FGW 1365W 6 kg,700,Electrolux,All Year,Low
Washing Machine,HEW-60 6kg Top Load,800,Haier,All Year,Low
Washing Machine,WTL-95 9.5 kg,1200,Whirlpool,All Year,Medium
Washing Machine,DD-W85 8.5 kg,1000,Dew,All Year,Low
Washing Machine,FLW 914 9kg,800,IFB,All Year,Medium
Washing Machine,XL-60 6 kg,700,LG,All Year,Low
Washing Machine,VMW 4501 4.5 kg,700,Volt,All Year,Low
Washing Machine,WM52 5.2 kg,1200,Samsung,All Year,Medium
Washing Machine,ENX-705 7 kg,900,Electrolux,All Year,Medium
Washing Machine,FL-600 6kg Front Load,1000,Indesit,All Year,Low
Washing Machine,GT-W60F 6 kg,1100,Godrej,All Year,Medium
Washing Machine,Twin-Tub-120 12 kg,850,Panasonic,All Year,Low
Washing Machine,Front-1800 8 kg,1500,Siemens,All Year,High
Washing Machine,8-Loader 8 kg,1200,Whirlpool,All Year,Medium
Washing Machine,Sh-9 9 kg,1000,Sharp,All Year,Low
Washing Machine,BOS-7 7 kg,950,Bosch,All Year,Medium
Washing Machine,TM-WM28 2.8 kg,600,Godrej,All Year,Low
Washing Machine,WF52M8500AW 5.2 cu. ft.,1500,Samsung,All Year,Medium
Washing Machine,XD1400E 10 kg,800,Xiaomi,All Year,Low
Washing Machine,WT70 7 kg Top Load,1000,Whirlpool,All Year,Low
Washing Machine,SGW-91 9.1 kg,1100,Siemens,All Year,Medium
Washing Machine,WS-1202 12 kg,800,Sony,All Year,Low
Washing Machine,WMT-5 5 kg,700,MarQ,All Year,Low
Washing Machine,Automatic WM 6.5 kg,950,Bosch,All Year,Medium
Washing Machine,Smart 10kg 1000 RPM,1200,IFB,All Year,Medium
Washing Machine,WX1000-7A 10 kg,1300,Electrolux,All Year,Low
Washing Machine,WTL 6.5 kg,1100,Haier,All Year,Medium
Washing Machine,Digital 7 kg,800,LG,All Year,Low
Washing Machine,PRO 8 kg Top Load,1100,Whirlpool,All Year,Medium
Washing Machine,1003 10 kg,1300,Panasonic,All Year,Medium
Washing Machine,Top-Loader 8 kg,950,Siemens,All Year,Medium
Washing Machine,Storm 7 kg,800,IFB,All Year,Low
Washing Machine,WM-T8010 8 kg,1200,Samsung,All Year,Medium
Washing Machine,Compact 5 kg,700,Haier,All Year,Low
Washing Machine,WT60E-4 6 kg,850,Whirlpool,All Year,Medium
Washing Machine,Amelia 8 kg,1100,Bosch,All Year,Medium
Washing Machine,Electro 7 kg,900,Electrolux,All Year,Low
Washing Machine,Top-Load-10 10 kg,1500,Siemens,All Year,Medium
Washing Machine,HYDRA 7 kg,1000,Godrej,All Year,Low
Washing Machine,XPRESS 7 kg,1100,Haier,All Year,Medium
Washing Machine,SLIM-TUB 8 kg,1200,Whirlpool,All Year,Medium
Washing Machine,FSX-77 7 kg,1100,Siemens,All Year,Low
Washing Machine,4D-Quick 7 kg,1000,Panasonic,All Year,Low
Washing Machine,5.5KG 5.5 kg,800,Samsung,All Year,Low
Washing Machine,SJ6 6 kg,900,LG,All Year,Low
Washing Machine,Inverter 8 kg,1200,IFB,All Year,Medium
Washing Machine,7.5 kg Top Load,1000,Whirlpool,All Year,Medium
Washing Machine,LR85 8.5 kg,950,Bosch,All Year,Medium
Washing Machine,XS7 7 kg,850,Siemens,All Year,Low
Washing Machine,Turbo 8 kg,1200,Electrolux,All Year,Medium
Washing Machine,Smart-Wash 10 kg,1300,Haier,All Year,Medium
Washing Machine,4K 6 kg,800,Godrej,All Year,Low
Washing Machine,600T 6 kg,750,LG,All Year,Low
Washing Machine,W7-610 10 kg,1400,Siemens,All Year,High
Washing Machine,AC-100 9 kg,1100,Whirlpool,All Year,Medium
Washing Machine,Pro-wash 8 kg,1150,IFB,All Year,Medium
Washing Machine,Smart-Wash 7 kg,1200,Panasonic,All Year,Medium
Washing Machine,XF-101 10 kg,1300,Bosch,All Year,Medium
Washing Machine,Deep-Clean 7 kg,950,Electrolux,All Year,Low
Washing Machine,13K-55 5.5 kg,700,IFB,All Year,Low
Washing Machine,WLB-8000 8 kg,1200,Whirlpool,All Year,Medium
Washing Machine,Matic 6 kg,900,Bosch,All Year,Low
Washing Machine,RMX-9 9 kg,1100,Siemens,All Year,Medium
Washing Machine,Axial 7 kg,800,LG,All Year,Low
Washing Machine,Delta 10 kg,1250,Haier,All Year,Medium
Washing Machine,Auto-Spin 8 kg,950,Godrej,All Year,Low
Washing Machine,SLX-10 10 kg,1300,Panasonic,All Year,Medium
Washing Machine,WashPro 9 kg,1200,Whirlpool,All Year,Medium
Washing Machine,1500L 7 kg,900,Bosch,All Year,Low
Washing Machine,Tri-Wash 8 kg,1100,Siemens,All Year,Medium
Washing Machine,Stealth 10 kg,1200,IFB,All Year,Low
Washing Machine,Quick-wash 6 kg,750,Electrolux,All Year,Low
Washing Machine,TurboJet 7 kg,1000,Samsung,All Year,Medium
Washing Machine,Next-Gen 8 kg,1150,Haier,All Year,Medium
Washing Machine,XL-5000 8 kg,1250,Whirlpool,All Year,Medium
